Uniq Id,Crawl Timestamp,Pageurl,Price,Product Name,Product Id,Description,Deal Info,Validity,Product Information,Bundle Id,Main Image,Card Price,Deal Title,Store Name
43e7804e100c8132e7ebf7d01c044f60,2024-06-12 03:55:20 +0000,https://www.checkers.co.za/All-Departments/Electronics/Cellphone-and-Tablet/Cellphones/Hisense-Blue-U40-Lite-Dual-SIM-Telkom-Locked-Mobile-Handset-/p/10862813EA,R699.99,Hisense Blue U40 Lite Dual SIM Telkom Locked Mobile Handset,000000000010862813,"Experience the luxury and sophistication of this mobile phone, boasting a stunning screen and elegant design. With its 5-inch display, your browsing, streaming, and app usage will be visually captivating. What's more, the phone's ergonomic design guarantees a comfortable grip. Its sleek and stylish appearance makes it the perfect choice for anyone with an eye for aesthetics.","","","Product Brand=Hisense|Product Width (mm)=64.6|Product Height (mm)=125|Product Length (mm)=10.33|Product Gross Weight (g)=120|What's in the box=1 x Hisense Blue U40 Lite Dual SIM Telkom Locked Mobile Handset |Unit of Measure=EA|Main Barcode=6009706687564|Headphone Jack= Yes|Battery Size= 2000mAh|Batteries Included= Yes|Camera Megapixels= 5|Model Number= U40|Operating System= Android|Rechargeable= Yes|Screen Size= 5""|Benefits & Features= Dual SIM capability for using two phone numbers simultaneously 5"" screen for a clear and immersive viewing experience Luxurious design that exudes elegance and style 1GB RAM for smooth multitasking and efficient performance Telkom locked for secure and reliable network connectivity |Internal Storage Capacity= 8GB|Colour Detail= Blue","",https://www.checkers.co.za//medias/10862813EA-checkers515Wx515H?context=bWFzdGVyfGltYWdlc3w5ODIwOXxpbWFnZS9wbmd8aW1hZ2VzL2g1Ni9oNmIvMTA2NDE4MDU5MzQ2MjIucG5nfDM5MzAzYzEzZmM1YWUzMTdkNzBkZDk1ZTg1M2ZkMzRhNjEwYzQ2MGMzNjhkNGQ2MjcyZjEyMDYwYzMwNDNiMmI,"","",
280a3cd4c3cb1d42c94e7545f1a27efa,2024-06-12 03:15:15 +0000,https://www.checkers.co.za/All-Departments/Health-and-Beauty/Vitamins/Womens-Vitamins/Wellvita-Multi-Vitamin-For-Women-30-Softgels-Pack/p/10521419EA,R99.99,Wellvita Multi Vitamin For Women 30 Softgels Pack,000000000010521419,"Wellvita Multivitamin Women formulation is a great choice of a daily multivitamin supplement for women. It's enhanced with essential vitamins and minerals, including Calcium, Folic Acid, Vitamin B's and D, that can help meet the female body’s unique nutritional needs and maintain good health.","","",Product Brand=Wellvita|Unit of Measure=EA|Main Barcode=6009880024315,"",https://www.checkers.co.za//medias/10521419EA-checkers515Wx515H?context=bWFzdGVyfGltYWdlc3wyMTc2Mjh8aW1hZ2UvcG5nfGltYWdlcy9oMmYvaDcyLzEwMDQ3MjE0Mzg3MjMwLnBuZ3wzZDVhZjNmYzI0ZmQ2NTgxMjkzNzJhNTdlNmM3ODc1NTM3NmRiNWVkZjZmZmUwYjc3OWE2MTJjOTU3OTM1N2Nl,"","",
08f3f3e7cbeaeeea80515f5c81512014,2024-06-12 03:48:14 +0000,https://www.checkers.co.za/All-Departments/Pets/Pet-Chews-and-Treats/Cat-Snacks-and-Treats/Whiskas-Trio-Poultry-Flavoured-Crunchy-Treats-55g/p/10737520EA,R59.99,Whiskas Trio Poultry Flavoured Crunchy Treats 55g,000000000010737520,"Your cats will absolutely love WHISKAS Trio Crunchy Treats Poultry flavour for its perfectly balanced poultry flavour, crunchiness and variety of fun shapes and colours.","","",Product Brand=Whiskas|Product Weight=55g|What's in the box=1 x Whiskas Trio Poultry Flavoured Crunchy Treats 55g|Unit of Measure=EA|Main Barcode=5998749140192|Colour Detail= Assorted|Style= Cat Food,"",https://www.checkers.co.za//medias/10737520EA-checkers515Wx515H?context=bWFzdGVyfGltYWdlc3wxOTc4MTl8aW1hZ2UvcG5nfGltYWdlcy9oZjcvaGEwLzEwMjU4NDM0MDk3MTgyLnBuZ3w1YTcxZjU4YzkyYzRiMTJkYWY4NWEyMWZlZDQ3YTVkMzBkNTU4MTE5YmU0OTljMzIyM2Q0NGNlNDEzNjU2N2I0,"","",
d44ff71d6a43238509dd2732c7fa89ec,2024-06-12 03:59:06 +0000,https://www.checkers.co.za/All-Departments/Gifts/Party-and-Decorations/Party-Hats-and-Masks/Party-Xpress-Dress-Me-Up-Pink-Beads-Necklaces-3-Pack/p/10768516EA,R19.99,Party Xpress Dress Me Up Pink Beads Necklaces 3 Pack,000000000010768516,"Whether you are the star of the show or an esteemed guest, these pink dress up bead necklaces are an awesome, playful addition to any party outfit. These plastic beads are bound together by a strong string and are designed with an anti-shatter structure.","","",Product Brand=Party Xpress|Product Width (mm)=70|Product Height (mm)=350|Product Length (mm)=10|Product Gross Weight (g)=66|Product Depth (mm)=10|What's in the box=1 x 3 Pack Party Xpress Dress Me Up Pink Beads Necklaces|Unit of Measure=EA|Main Barcode=6009605399704|Style= Beaded Necklaces|Colour= Pink,"",https://www.checkers.co.za//medias/10768516EA-checkers515Wx515H?context=bWFzdGVyfGltYWdlc3wxMDIyOTV8aW1hZ2UvcG5nfGltYWdlcy9oNTIvaGZjLzk4OTcyMjU4Nzk1ODIucG5nfDQ3MTUwOTA3OTlmYzBiNWYxNTk1YzM4ZGMxNjc1MzZmOTVjMTMwMmFkMDI5ZWM0NTJlNGY0MzhiM2VjOWZmOWM,"","",
e5fe91a6e5a4bd337f578b84686d577a,2024-06-12 03:34:27 +0000,https://www.checkers.co.za/All-Departments/Toys/Cars/Die-Cast-Toy-Cars-and-Bikes/Red-Bull-KTM-Die-Cast-Bike-Scale-1%3A18/p/10867628EA,R199.99,Red Bull KTM Die Cast Bike Scale 1:18,000000000010867628,"This amazing 1:18 size die-cast metal motorcycle, complete with complex plastic parts, captures the essence of the renowned Red Bull KTM RC16 with incredible detail and precision. Whether showcased proudly for display or added to a collection, this model is a must-have for enthusiasts and collectors alike, embodying the thrilling spirit of motorcycle racing.","","",Product Brand=Red Bull|Product Width (mm)=70|Product Height (mm)=205|Product Length (mm)=171|What's in the box=1x Red Bull KTM Die Cast Bike Scale 1:18|Unit of Measure=EA|Main Barcode=90159363712|Age Group= 3 Years+|Total Contents= 1|Size= 1:18|Style= Die- Cast Bike|Colour= Multicolour,"",https://www.checkers.co.za//medias/10867628EA-checkers515Wx515H?context=bWFzdGVyfGltYWdlc3w1MzgyODB8aW1hZ2UvcG5nfGltYWdlcy9oZWQvaGU0LzEwODk5NzM3NjQwOTkwLnBuZ3xjNmQyMGNkM2E1ZDFiYzE3N2EzMGI0YmUxNTA1OTQ3ZWI2NDM0ZWU2ZjIyZjdkNDUyMWY0NTBmNTYyMWJmNDE3,"","",
c296de032f1a525dd642950e63ed8d30,2024-06-12 03:53:16 +0000,https://www.checkers.co.za/All-Departments/Toys/Cars/Remote-Control-Cars/Speed-King-Radio-Control-Car-1%3A16-%28Type-May-Vary%29/p/10726539EA,R199.99,Speed King Radio Control Car 1:16 (Type May Vary),000000000010726539,The Speed King RC Car will provide high octane and impact on how your little one enjoys playing with hours of high speed action!,"","",Product Brand=Unbranded|Product Width (mm)=187|Product Height (mm)=118|Product Length (mm)=333|Product Gross Weight (g)=441|What's in the box=1 x Speed King Radio Control Car 1:16|Unit of Measure=EA|Main Barcode=6001224728729|Age Group= 5 Years +|Total Contents= 1|Colour Detail= Assorted|Style= Radio Control Car|Colour= Multicolour,"",https://www.checkers.co.za//medias/10726539EA-checkers515Wx515H?context=bWFzdGVyfGltYWdlc3wzOTg0MzN8aW1hZ2UvcG5nfGltYWdlcy9oZWMvaGIxLzkyOTIxMTU1NDIwNDYucG5nfDQ2YWZmOThmZDdiZjFmMjY1NTUwZTkzNDFiMDAxMWU5ODg2MDljOTQ2Y2Q1YTY5YTFkOWE2NmEzYWZlYTUyMTk,"","",
7e5ba374a1801dd49a8db2565a56f2fb,2024-06-12 03:22:02 +0000,https://www.checkers.co.za/All-Departments/Gifts/Wrapping-and-Gifting/Gifting-Extras/Creative-Black-Large-Glitter-Confetti-Bow/p/10787821EA,R34.99,Creative Black Large Glitter Confetti Bow,10787821,The vibrant black colour and glittery finish will make it stand out in any setting. The bow is made from high-quality materials and is sure to last for years to come.,"","",Product Brand=Unbranded|Product Width (mm)=70|Product Height (mm)=40|Product Length (mm)=80|Product Gross Weight (g)=0.22|What's in the box=1x Creative Black Large Glitter Confetti Bow|Unit of Measure=EA|Main Barcode=6005347080733|Size= Large|Colour Detail= White Sparkles|Style= Bow|Colour= Black,"",https://www.checkers.co.za//medias/10787821EA-checkers515Wx515H?context=bWFzdGVyfGltYWdlc3w0ODQ2Mjd8aW1hZ2UvcG5nfGltYWdlcy9oNzcvaGY0LzEwMzczOTQxMTAwNTc0LnBuZ3xiZDhkNDUyYzRlYmZlMjVhYzEyMjNkYWIxYjY4ODVkMzM5YjliZDgwOTliZTA5YjZlNjZjN2Q1OTFmYmI1MTdi,"","",
a6465453868e91610d5a89ce2f5148f2,2024-06-12 03:12:19 +0000,https://www.checkers.co.za/All-Departments/Food/Food-Cupboard/Chocolates-and-Sweets/Chocolates-and-Sweet-Party-Packs/Avengers-Lucky-Packet/p/10404931EA,R59.99,Avengers Lucky Packet,000000000010404931,Feeling lucky? See whats inside.,"","",Product Brand=Avengers|Unit of Measure=EA|Main Barcode=6009645926625|Sub Brand= Lacey's,"",https://www.checkers.co.za//medias/10404931EA-checkers515Wx515H?context=bWFzdGVyfGltYWdlc3wzMTc1Mjl8aW1hZ2UvcG5nfGltYWdlcy9oNzYvaDI3Lzg5OTUxNjY4MTQyMzgucG5nfDBjMDc5MWJlOWFmNzk2MjUzOGNhMjRiNTU5MDZmYzY5NTZiYWEzY2ZmMjkwZDkyMjNmYTZhM2QwMzExY2FlYWQ,"","",
e75d52b59dec6ef5a35258a48a7703e6,2024-06-12 03:16:18 +0000,https://www.checkers.co.za/All-Departments/Food/Food-Cupboard/Chocolates-and-Sweets/Mints-and-Chewing-Gum/Mentos-Spearmint-Flavoured-Soft-Mints/p/10131205EA,R14.99,Mentos Spearmint Flavoured Soft Mints,000000000010131205,Mentos Chewy Mints are offered in several refreshing flavor varieties. Mentos Spearmint provides the benefit of a mint with an enjoyable chew!,"","",Product Brand=Mentos|Unit of Measure=EA|Main Barcode=87108040,"",https://www.checkers.co.za//medias/10131205EA-20190726-Media-checkers515Wx515H?context=bWFzdGVyfGltYWdlc3w4MjkyOHxpbWFnZS9wbmd8aW1hZ2VzL2gxMS9oNDcvODg2MTAwODM2MzU1MC5wbmd8ZjkzYzFhNzY4Yjc2OTY0NjdiOTMxMDYwZTAyNTM2Nzg1NDcxODY5OWExOTU5NzIxM2RhY2FhNDk3OGQ4NDFlYw,"","",
18e9fa73523d93090d2680ac3ddda3df,2024-06-12 03:34:06 +0000,https://www.checkers.co.za/All-Departments/Clothing-and-Footwear/Stockings%2C-Socks-and-Tights/Socks/Bare-Basics-Men%27s-Fashion-Anklet-Socks-Size-7-11/p/10604616EA,R39.99,Bare Basics Men's Fashion Anklet Socks Size 7-11,000000000010604616,An essential item for any fashionable and contemporary man are the Advanced Men Ultra Fashion Socks. These socks are ideal for guys who wish to dress up or dress down their outfits.,Save R5,16 June 2024,Product Brand=Bare Basics|Product Width (mm)=85|Product Height (mm)=20|Product Length (mm)=270|Product Gross Weight (g)=0.04|What's in the box=1x Pair Men's Fashion Anklet Socks|Unit of Measure=EA|Main Barcode=6001224432466|Size= 7 to 11|Colour Detail= Multicolour|Style= Anklet Socks|Colour= Multicoloured,200776175,https://www.checkers.co.za//medias/10604616EA-checkers515Wx515H?context=bWFzdGVyfGltYWdlc3w0NDAwMzh8aW1hZ2UvcG5nfGltYWdlcy9oOGQvaDZiLzExMDM1NzUxNDgxMzc0LnBuZ3w5Nzk4Y2Q4NTE5NzAwOWZlOWUzYmQ2YTY5ZjNkODgwYzM5MjhjMjNiMGZjNDZiNGVlNWUxYjdlMWExYWUzOGJh,R34.99,Buy Bare Basics Men's Fashion Anklet Socks Size 7-11 And Save R5,
03e8270a5cd876aaa2348c7e7c9e679c,2024-06-12 03:30:43 +0000,https://www.checkers.co.za/All-Departments/Toys/Play-Sets/Toddler-Play-Sets/Micro-Boats-Wave-3-Racers-%28Type-May-Vary%29/p/10781458EA,R99.99,Micro Boats Wave 3 Racers (Type May Vary),10781458,"The boat is also equipped with four-directional control, which allows your child to navigate it easily and perform impressive stunts and tricks. This toy boat is perfect for outdoor play and is sure to provide your child with hours of entertainment. It's easy to use and requires no assembly, so your child can start racing right away.","","",Product Brand=Micro Boats|Product Width (mm)=73|Product Height (mm)=200|Product Length (mm)=145|Product Gross Weight (g)=0.08|What's in the box=1 x Zuru Micro Boats Wave 3 Racer|Unit of Measure=EA|Main Barcode=845218025649|Age Group= 3 Years +|Batteries Required= Yes|Batteries Included= Yes|Total Contents= 1|Warnings= Choking hazard: contains small parts|Sub Brand= Zuru|Colour Detail= Assorted|Style= Speed Boat Toy|Colour= Multicolour,"",https://www.checkers.co.za//medias/10781458EA-checkers515Wx515H?context=bWFzdGVyfGltYWdlc3w1NDUwMDh8aW1hZ2UvcG5nfGltYWdlcy9oYTUvaDFjLzEwNDIzNTIyMjYzMDcwLnBuZ3xlZjFhMTJhZTI2NDIyNWYyNDFlMTk0MDMyNmVjZmZhMzE2ZDY2MTRlYjhmOGI3MzNiMGM1MWIzNGU3ODEwN2M0,"","",
3e65936ebf29023c64959f32f5c11765,2024-06-12 03:17:03 +0000,https://www.checkers.co.za/All-Departments/Food/Food-Cupboard/Olives%2C-Gherkins-and-Pickles/Olives/Mount-Ceder-Kalamata-Olives-In-Brine-406g-Jar/p/10408459EA,R51.99,Mount Ceder Kalamata Olives In Brine 406g Jar,000000000010408459,Greek style Kalamata olives are big on flavour and big on size. Preserved in a tasty brine to remain fresh and juicy for longer.,"","",Product Brand=Mount Ceder|Product Width (mm)=70|Product Height (mm)=120|Product Length (mm)=70|Product Weight=406g|Product Gross Weight (g)=215|Product Depth (mm)=70|Unit of Measure=EA|Main Barcode=6009679900486,"",https://www.checkers.co.za//medias/10408459EA-checkers515Wx515H?context=bWFzdGVyfGltYWdlc3wxNjQyOTJ8aW1hZ2UvcG5nfGltYWdlcy9oY2UvaDI3Lzk2Mzk1MTQ1MzgwMTQucG5nfDJlYTgwMzBjYjBiZTg3YTFkYjQ5MjU1NTE5ZmQzNDc2YTc0MDc5NjRhNDZiMzJmZmEwNzc0YmIwYzdmZDExNjI,"","",
b3f8aa9381e0da2a8edd424daf056ca3,2024-06-12 04:01:43 +0000,https://www.checkers.co.za/All-Departments/Outdoor/Outdoor-Furniture/Camping-Chairs-and-Tables/Bush-Baby-Weekender-Chair/p/10522273EA,R199.99,Bush Baby Weekender Chair,000000000010522273,"Enjoy the outdoors and relax on the Bush Baby weekender chair, comes with a cup holder and provides you with a quality camping necessity.600D Polyester16MM Steel FrameCup Holder100Kg Weight Capacity2.1Kg","","",Product Brand=Bush Baby|Product Width (mm)=120|Product Height (mm)=100|Product Length (mm)=800|Product Gross Weight (g)=2200|What's in the box=1 x Bush Baby Weekender Chair|Unit of Measure=EA|Main Barcode=6001224304091|Total Contents= 1|Style= Camping Chair|Colour= Blue,"",https://www.checkers.co.za//medias/10522273EA-checkers515Wx515H?context=bWFzdGVyfGltYWdlc3wxOTk0NDd8aW1hZ2UvcG5nfGltYWdlcy9oZWUvaGMwLzg5NzExMzE4Nzk0NTQucG5nfGU3Y2E2MzdmOTlmMzI2NjZjNWExMTIxNmRkYzY4MTk0NDk0ODU5ZTNiMTM1YmI5ZTEzNWE1ODUzYjk5YmEwODQ,"","",
12fe4dad1230503662d27b70da945b57,2024-06-12 03:14:09 +0000,https://www.checkers.co.za/All-Departments/Household/Appliances/Kitchen-Appliances/Kettles/Russell-Hobbs-Black-Cordless-Kettle-1-7L/p/10765756EA,R279.99,Russell Hobbs Black Cordless Kettle 1.7L,000000000010765756,"Get the best in reliability and efficiency with this beautiful gloss black cordless kettle. This kettle features an embossed stainless-steel rim and water level markers on the side. It fits in well in any kitchen. It also has an automatic shut-off and boil dry protection, an illuminating power switch and the lid of the kettle can be easily opened thanks to the automatic trigger release button.","","",Product Brand=Russell Hobbs|Product Width (mm)=165|Product Height (mm)=230|Product Length (mm)=207|Product Gross Weight (g)=780|Product Depth (mm)=207|What's in the box=1 x 1.7L Black Cordless Kettle|Unit of Measure=EA|Main Barcode=6001498177810|Operating Voltage= 220-240V|Wattage= 2200W|Cordless= Yes|Total Contents= 1|Benefits & Features= 1.7 litre capacity; 360 degree cordless base; Water level gauge on the side; Lid auto-locks when water boils; Cordless; Large spout; Overheat protection; Cord storage; Illuminated indication whilst boiling|Capacity= 1.7L|Colour= Black,"",https://www.checkers.co.za//medias/10765756EA-checkers515Wx515H?context=bWFzdGVyfGltYWdlc3wyMTI1MDR8aW1hZ2UvcG5nfGltYWdlcy9oZDIvaDcyLzk4NjExMDEzNTUwMzgucG5nfGQxMjM4OWZhNDc5Y2UwNzBlOGM4ZjM0ZDhkZmU5MzZjNjlmZTgxYTg4OWZjNTI2Y2ZiMTYzMzJlY2FjMmI4Njk,"","",
6bea1b79af81e30732be3120b5eca2f6,2024-06-12 03:49:59 +0000,https://www.checkers.co.za/All-Departments/Gifts/Party-and-Decorations/Cake-Candles/Party-Xpress-Metallic-Gold-Number-5-Chrome-Candle/p/10740039EA,R22.99,Party Xpress Metallic Gold Number 5 Chrome Candle,10740039,"A chrome number five candle is suitable for a little one, and it's suitable for those celebrating their 50s too. Either way, read the instructions on the back to keep everybody safe from harm.","","",Product Brand=Party Xpress|Product Width (mm)=73|Product Height (mm)=150|Product Length (mm)=72|Product Gross Weight (g)=21|What's in the box=Party Xpress Gold Number 5 Chrome Candle|Unit of Measure=EA|Main Barcode=6009605379454|Colour= Gold,"",https://www.checkers.co.za//medias/10740039EA-checkers515Wx515H?context=bWFzdGVyfGltYWdlc3wxNDc5MzJ8aW1hZ2UvcG5nfGltYWdlcy9oMGEvaGVjLzk5NjYwMDk2NDcxMzQucG5nfGU0ZTc3YzZiNjlkYjI1ODllZGM1MTBmYWQxMDMyYmZjNTIzMGJlYjNkYTQyZGQ0M2IwZGQxZmQ4ZmExOGIwYzM,"","",
10549ddbfbdd7e7429e9239ec5a0cefe,2024-06-12 03:54:00 +0000,https://www.checkers.co.za/All-Departments/Gifts/Party-and-Decorations/Party-Paperware/Occasions-Red-2-Ply-Napkins-10-Pack/p/10729410EA,R14.99,Occasions Red 2 Ply Napkins 10 Pack,000000000010729410,"While organising your party is important, the finer details are what make the perfect environment. Complement your theme with this set of napkins in a beautiful red colour that will go with Christmas and any other theme.","","",Product Brand=Occasions|Product Width (mm)=164|Product Height (mm)=164|Product Length (mm)=10|Product Gross Weight (g)=43|Product Depth (mm)=10|What's in the box=10 x Occasions Red 2 Ply Napkins|Unit of Measure=EA|Main Barcode=6001224748871|Style= Napkins|Colour= Red,"",https://www.checkers.co.za//medias/10729410EA-checkers515Wx515H?context=bWFzdGVyfGltYWdlc3wzMjA1Mzl8aW1hZ2UvcG5nfGltYWdlcy9oYzgvaDZjLzk2Njc4MzU2NTgyNzAucG5nfDQ0YTQ3YTRjMGFjYjU5YTJmOWJmY2JlMzM2MzU0MjdlZWVlYjY4ZWViYWRhMDI5NmM2YjMxZGYyZDJkZGJkMjE,"","",
0cb55bb08ee73c87f05f0d9e7bb19c9e,2024-06-12 03:12:23 +0000,https://www.checkers.co.za/All-Departments/Food/Food-Cupboard/Sugar-and-Sweeteners/Sweeteners/Equal-Low-Kilojoule-Sweetener-50-Pack/p/10127679EA,R39.99,Equal Low Kilojoule Sweetener 50 Pack,000000000010127679,Sweeten it up with Equal sweetener. Has low kilojoule sweetener so enjoy it healthier.,Now R29.99,01 September 2024,Product Brand=Equal|Unit of Measure=EA|Main Barcode=6001144031800,200796329,https://www.checkers.co.za//medias/10127679EA-checkers515Wx515H?context=bWFzdGVyfGltYWdlc3w0MzE4NTJ8aW1hZ2UvcG5nfGltYWdlcy9oOGQvaDk4LzEwMDA2MDIyNzgzMDA2LnBuZ3xlZWY1ZDFiNzUxNGZkNjQzZTRiNzVjYmIzYWVlYTcxZWUyNWEwMTQ1Njk0ZTQwM2I2Y2IwOWMwMDgxMTBjMWFl,R29.99,Buy Equal Low Kilojoule Sweetener 50 Pack For R29.99,
94ab9d2d689e49291ccf8da1959d29ee,2024-06-12 03:23:29 +0000,https://www.checkers.co.za/All-Departments/Baby/Baby-Toiletries/Baby-Lotions%2C-Creams-and-Oils/Johnson%27s-Fragrance-Free-Baby-Jelly-100g/p/10147234EA,R31.99,Johnson's Fragrance Free Baby Jelly 100g,000000000010147234,"Whether it's during the bubble baths or the bedtime snuggles, we're proud that our baby products can play a part of these special moments. From our No More Tears washes and shampoos to our Clinically Proven Mildness lotions and oils, your bath and bedtime routines are sure to satisfy even the littlest of loves. Shop Johnson's baby products to find clinically proven formulas that are 100% gentle and free from dyes, parabens, and sulphates.","","",Product Brand=Johnson's|Product Width (mm)=65|Product Height (mm)=62|Product Length (mm)=65|Product Weight=100g|Product Gross Weight (g)=103|Product Depth (mm)=65|Unit of Measure=EA|Main Barcode=60052360|Sub Brand= Baby,"",https://www.checkers.co.za//medias/10147234EA-checkers515Wx515H?context=bWFzdGVyfGltYWdlc3wzMTY5ODR8aW1hZ2UvcG5nfGltYWdlcy9oNzYvaDg3Lzg5NjIyNjk1NzcyNDYucG5nfDk2ODA4MmIwNDNjNmQ4YjU4OGEwOTYzYzJiMWZmZTZmOTk1Mjg5ZTNhYWI2MWMxMmE0NTVmYjdhOWFmMGE4ZmE,"","",
5c578f787b4f8cb3e12e4443e658f793,2024-06-12 03:58:05 +0000,https://www.checkers.co.za/All-Departments/Gifts/Wrapping-and-Gifting/Gift-Wrap/Christmas-Wrapping-8mx70cm-%28Design-May-Vary%29/p/10783324EA,R69.99,Christmas Wrapping 8mx70cm (Design May Vary),10783324,"This wrapping paper, with its beautifully printed design, is ideal for any gift-giving occasion during the holiday season. It is built of high-quality materials that can withstand wear and tear, guaranteeing that your gifts remain safe until they are ready to be opened. The extra-long roll ensures that you have enough wrapping paper to easily cover all of your presents. With this Christmas Wrapping paper, you can add some festive happiness to your gift-giving. Assorted items are supplied at random. Should you wish to purchase a specific colour or variant, please visit us in store.","","",Product Brand=Unbranded|Product Width (mm)=46|Product Height (mm)=700|Product Length (mm)=46|What's in the box=1 x Christmas Wrapping 8mx70cm|Unit of Measure=EA|Main Barcode=6001224412598|Size= 8mL x 70cmW|Colour Detail= Assorted|Style= Gift Wrap|Colour= Multicolour,"",https://www.checkers.co.za//medias/10783324EA-checkers515Wx515H?context=bWFzdGVyfGltYWdlc3wxOTk1MjB8aW1hZ2UvcG5nfGltYWdlcy9oOGUvaDUyLzEwNjIzOTcxOTE3ODU0LnBuZ3wyOTNiZWIwZjY2NDdlZGI2MTM2YzE5YTY0NTE4ODIzM2VjODM0N2RkNTU4Y2M2YjIwNWMyN2YxMTgzODBhMmJk,"","",
06eea251293229e55e4ed91a302adca5,2024-06-12 03:11:47 +0000,https://www.checkers.co.za/All-Departments/Health-and-Beauty/Medicine/Pain-Relief/Painblok-Paediatric-Pain-and-Fever-Relief-Syrup-100ml/p/10168595EA,R44.99,Painblok Paediatric Pain & Fever Relief Syrup 100ml,000000000010168595,"Use this paediatric pain and fever relief syrup to provide the aid your child needs without any unnecessary additives. It contains paracetamol and peppermint flavour to offer a pleasant taste that children will find appealing while it relieves moderate pain and fever. Suitable for children aged 3 and above, the syrup helps to alleviate symptoms like headache, toothache, or discomfort due to a common cold.","","","Product Brand=Painblok|Product Width (mm)=45|Product Height (mm)=120|Product Length (mm)=45|Product Gross Weight (g)=215|Product Volume=100ml|Product Depth (mm)=45|What's in the box=1 x 100ml Painblok Paediatric Pain & Fever Relief Syrup|Unit of Measure=EA|Main Barcode=6001331020334|Ingredients= Paracetamol, Preservatives (Methyl Hydroxybenzoate, Propyl Hydroxybenzoate), Ethanol, Sugar (Sucrose)|Usage Instructions= Children: 2-4 years: 2,5 - 5ml 5 -8 years: 5-10ml 9 - 12 years: 10 - 20ml Repeat dosage 8 hourly if necessary but not more than 4 doses in 24 hours.|Warnings= Do not use continuously for more than 10 days without consulting your doctor|Benefits & Features= For the relief of pain and fever in children; Peppermint flavour; Suitable for children 3 years and older; Contains paracetamol; Tartrazine-free; Safe and trusted formulation|Style= Pain Relief Syrup","",https://www.checkers.co.za//medias/10168595EA-checkers515Wx515H?context=bWFzdGVyfGltYWdlc3wxMjE4MDh8aW1hZ2UvcG5nfGltYWdlcy9oZjAvaDM2LzEwNTU2MjE1ODg1ODU0LnBuZ3w2NDVjZjE1ZjY3YjAwY2NkOTczMjY5MmUzZjI2MzZiMGQzZTU5M2Q1NjNjODNkYjZjZmEzODQ0NWMxZjYzZDU2,"","",
de08806d1576637ee2b29903343227bd,2024-06-12 03:54:45 +0000,https://www.checkers.co.za/All-Departments/Gifts/Party-and-Decorations/Holiday-Decorations/Assorted-Mini-Christmas-Balls-Pack-%28Colour-May-Vary%29/p/10523675EA,R49.99,Assorted Mini Christmas Balls Pack (Colour May Vary),10523675,"Not only do these Mini Christmas Balls look great on your Christmas tree, but they can also be used to adorn wreaths and garlands, or even as table decorations for your holiday meals. And with their high-quality construction, you can be sure that they'll last for seasons to come. Assorted items are supplied at random. Should you wish to purchase a specific colour or variant, please visit us in store.","","",Product Brand=Unbranded|Product Width (mm)=82|Product Height (mm)=155|Product Length (mm)=82|What's in the box=1x Assorted Mini Christmas Balls Pack|Unit of Measure=EA|Main Barcode=6001224308150|Colour Detail= Assorted|Style= Christmas Balls|Colour= Multicolour,"",https://www.checkers.co.za//medias/10523675EA-checkers515Wx515H?context=bWFzdGVyfGltYWdlc3w4NTQ1MTR8aW1hZ2UvcG5nfGltYWdlcy9oMGQvaGMwLzEwNjE0MTc0NDQ5Njk0LnBuZ3w5MDhjYTZhNTdjOGFiYjQ4N2MwZjJkYmYxYTk4NDM4Y2UwMDM2ZmE4MmNiNDNkZjUyMzYzODJmZTlhMjZkZmQw,"","",
230b62e6fc31fff8b3eff27cf55a47f0,2024-06-12 03:43:42 +0000,https://www.checkers.co.za/All-Departments/Food/Food-Cupboard/Biltong%2C-Dried-Fruit%2C-Nuts-and-Seeds/Dried-Snacks/Jungle-Optimal-Tropical-Snack-Mix-50g/p/10513583EA,R29.99,Jungle Optimal Tropical Snack Mix 50g,000000000010513583,"For on-the-go goodness, Jungle Snack Mix and Fruit Mix are conveniently packed to eat anytime, anywhere. They’re full of crunchy nuts and delicious fruit pieces, high in dietary fibre, and low in sodium for on-the-go energy to tackle any challenge through your day.","","",Product Brand=Jungle|Product Weight=50g|Unit of Measure=EA|Main Barcode=6001120622411,"",https://www.checkers.co.za//medias/10513583EA-checkers515Wx515H?context=bWFzdGVyfGltYWdlc3wyODIyODh8aW1hZ2UvcG5nfGltYWdlcy9oNzgvaDU4Lzg5NDY2NjYwNzgyMzgucG5nfDhmYjBmYTAyZWNmZDdjNTdmYzUwNDFkZWJhMGZhYWIxNzgxNTBlYTRjZjRjNzk4ZDI4OTM3Y2I2NmM4NDY1N2I,"","",
